repeat_id,seed,score,true_score,score_minus_true,is_in_markov_equic_class,is_in_markov_equiv_class,cpdag_shd,runtime_sec,n_epochs_run
180,190,7.534575024611464,7.535997982214907,-0.0014229576034425762,True,True,0.0,0.49169440008699894,59
181,191,7.455969828591728,7.455051558979786,0.0009182696119420797,True,True,0.0,0.5284404000267386,59
182,192,7.526187017427299,7.527839154821148,-0.0016521373938491735,True,True,0.0,0.48586819996125996,59
183,193,7.482573465588601,7.486965377819612,-0.004391912231010764,True,True,0.0,0.5463387001072988,59
184,194,7.4403347380415825,7.442231559915944,-0.0018968218743617982,True,True,0.0,0.5192814000183716,59
185,195,7.442569403549677,7.447825260353014,-0.005255856803336734,True,True,0.0,0.4767604999942705,59
186,196,7.460526003798195,7.461457525336149,-0.0009315215379537278,True,True,0.0,0.6752440999262035,59
187,197,7.4602630167611075,7.466093749801406,-0.005830733040298242,True,True,0.0,0.6183630001032725,59
188,198,7.543155601605122,7.543770343684217,-0.0006147420790956204,True,True,0.0,0.4845951000461355,59
189,199,7.6111919797202585,7.612279062524976,-0.0010870828047178094,True,True,0.0,0.4920604999642819,59
190,200,7.48323318152635,7.486570142264677,-0.0033369607383271216,True,True,0.0,0.5202785000437871,59
191,201,7.428064824034033,7.43028198269749,-0.002217158663457397,False,False,1.0,0.4804580999771133,59
192,202,7.543394230113069,7.546364075456998,-0.0029698453439284123,True,True,0.0,0.6673911999678239,59
193,203,7.411423465241945,7.408145793663596,0.00327767157834824,False,False,2.0,0.4935822000261396,59
194,204,7.424283212689632,7.425836233222457,-0.0015530205328246893,True,True,0.0,0.600008700042963,59
195,205,7.482985055473534,7.4855080260564595,-0.002522970582925055,True,True,0.0,0.5090290000662208,59
196,206,7.554129847894716,7.552538510614573,0.0015913372801428238,True,True,0.0,0.6160929000470787,74
197,207,7.532745111894307,7.534581421677046,-0.0018363097827389652,True,True,0.0,0.5106891999021173,59
198,208,7.50705560196424,7.5079656391202505,-0.0009100371560109011,True,True,0.0,0.5197889000410214,59
199,209,7.525921348721733,7.529006011766068,-0.0030846630443353007,True,True,0.0,0.5265771000413224,59
