graph_label,d,calm_degree,n_samples,trial_id,data_seed,algorithm,status,n_edges_true,runtime_sec,message,cpdag_shd,shd,sk_p,sk_r,n_edges_est
50-node ER1,50,1.0,1000,4,438878439,cd_A_weakfaith,ok,50,410.421307799872,,21.0,15.0,0.9534883720930233,0.82,43
50-node ER1,50,1.0,1000,5,433015235,CALM,ok,50,942.0200289997738,,3.0,9.0,0.9803921568627451,1.0,51
50-node ER1,50,1.0,1000,5,433015235,GOLEM-NV-l1,ok,50,25.01507019996643,,68.0,72.0,0.4791666666666667,0.46,48
50-node ER1,50,1.0,1000,5,433015235,NOTEARS,ok,50,44.744512300007045,,11.0,8.0,0.9074074074074074,0.98,54
50-node ER1,50,1.0,1000,5,433015235,PC,ok,50,0.9801809000782669,,2.0,,1.0,0.96,64
50-node ER1,50,1.0,1000,5,433015235,FGES,ok,50,0.9505374000873417,,25.0,,0.7692307692307693,1.0,72
50-node ER1,50,1.0,1000,5,433015235,cd_A,ok,50,338.7365068998188,,42.0,42.0,0.7446808510638298,0.7,47
50-node ER1,50,1.0,1000,5,433015235,cd_A_weakfaith,ok,50,348.9893533999566,,15.0,16.0,0.9523809523809523,0.8,42
50-node ER2,50,2.0,1000,1,858597919,CALM,ok,100,1241.5848199999891,,53.0,52.0,0.8,0.88,110
50-node ER2,50,2.0,1000,1,858597919,GOLEM-NV-l1,ok,100,24.627761699957773,,136.0,137.0,0.34782608695652173,0.24,69
50-node ER2,50,2.0,1000,1,858597919,NOTEARS,ok,100,194.52242930000648,,38.0,34.0,0.7913043478260869,0.91,115
50-node ER2,50,2.0,1000,1,858597919,PC,ok,100,0.9530364000238478,,68.0,,0.8548387096774194,0.53,83
50-node ER2,50,2.0,1000,1,858597919,FGES,ok,100,2.64889770001173,,37.0,,0.784,0.98,133
50-node ER2,50,2.0,1000,1,858597919,cd_A,ok,100,463.9830781999044,,126.0,124.0,0.44366197183098594,0.63,142
50-node ER2,50,2.0,1000,1,858597919,cd_A_weakfaith,ok,100,367.11353099998087,,73.0,68.0,0.7216494845360825,0.7,97
50-node ER2,50,2.0,1000,2,201469535,CALM,ok,100,965.613494399935,,60.0,58.0,0.7821782178217822,0.79,101
50-node ER2,50,2.0,1000,2,201469535,GOLEM-NV-l1,ok,100,24.831080100033432,,132.0,131.0,0.2909090909090909,0.16,55
50-node ER2,50,2.0,1000,2,201469535,NOTEARS,ok,100,99.15834359987639,,41.0,40.0,0.7672413793103449,0.89,116
50-node ER2,50,2.0,1000,2,201469535,PC,ok,100,0.9546965998597443,,67.0,,0.8333333333333334,0.6,88
50-node ER2,50,2.0,1000,2,201469535,FGES,ok,100,1.4159490999300033,,34.0,,0.7936507936507936,1.0,138
50-node ER2,50,2.0,1000,2,201469535,cd_A,ok,100,421.0086678999942,,98.0,93.0,0.5636363636363636,0.62,110
50-node ER2,50,2.0,1000,2,201469535,cd_A_weakfaith,ok,100,416.77708180015907,,57.0,54.0,0.8433734939759037,0.7,83
50-node ER2,50,2.0,1000,3,94177347,CALM,ok,100,1167.4934807999525,,73.0,72.0,0.6964285714285714,0.78,112
50-node ER2,50,2.0,1000,3,94177347,GOLEM-NV-l1,ok,100,24.231547799892724,,148.0,147.0,0.29577464788732394,0.21,71
50-node ER2,50,2.0,1000,3,94177347,NOTEARS,ok,100,125.98338580015115,,44.0,43.0,0.7672413793103449,0.89,116
50-node ER2,50,2.0,1000,3,94177347,PC,ok,100,0.27135140006430447,,74.0,,0.8518518518518519,0.46,70
50-node ER2,50,2.0,1000,3,94177347,FGES,ok,100,2.4012651999946684,,162.0,,0.40756302521008403,0.97,241
50-node ER2,50,2.0,1000,3,94177347,cd_A,ok,100,384.39997240016237,,102.0,105.0,0.54,0.54,100
50-node ER2,50,2.0,1000,3,94177347,cd_A_weakfaith,ok,100,379.40339620015584,,71.0,68.0,0.7619047619047619,0.64,84
50-node ER2,50,2.0,1000,4,526478978,CALM,ok,100,1137.3961798001546,,51.0,49.0,0.8037383177570093,0.86,107
50-node ER2,50,2.0,1000,4,526478978,GOLEM-NV-l1,ok,100,25.013505699811503,,150.0,145.0,0.28378378378378377,0.21,74
50-node ER2,50,2.0,1000,4,526478978,NOTEARS,ok,100,93.22269980004057,,26.0,21.0,0.8773584905660378,0.93,106
50-node ER2,50,2.0,1000,4,526478978,PC,ok,100,0.6141419999767095,,64.0,,0.9137931034482759,0.53,81
50-node ER2,50,2.0,1000,4,526478978,FGES,ok,100,3.777096099918708,,116.0,,0.5414364640883977,0.98,187
50-node ER2,50,2.0,1000,4,526478978,cd_A,ok,100,467.59473640006036,,87.0,83.0,0.6166666666666667,0.74,120
50-node ER2,50,2.0,1000,4,526478978,cd_A_weakfaith,ok,100,391.99574050004594,,49.0,40.0,0.8613861386138614,0.87,101
50-node ER2,50,2.0,1000,5,975622351,CALM,ok,100,910.6346400999464,,64.0,61.0,0.7235772357723578,0.89,123
50-node ER2,50,2.0,1000,5,975622351,GOLEM-NV-l1,ok,100,26.32920020003803,,141.0,141.0,0.3424657534246575,0.25,73
50-node ER2,50,2.0,1000,5,975622351,NOTEARS,ok,100,105.85252669989131,,50.0,50.0,0.7045454545454546,0.93,132
50-node ER2,50,2.0,1000,5,975622351,PC,ok,100,1.1266719000414014,,74.0,,0.8771929824561403,0.5,75
50-node ER2,50,2.0,1000,5,975622351,FGES,ok,100,1.63011769996956,,76.0,,0.6285714285714286,0.88,146
50-node ER2,50,2.0,1000,5,975622351,cd_A,ok,100,364.48184140003286,,85.0,85.0,0.6463414634146342,0.53,82
50-node ER2,50,2.0,1000,5,975622351,cd_A_weakfaith,ok,100,349.8755560000427,,35.0,33.0,0.9487179487179487,0.74,78
50-node ER4,50,4.0,1000,1,735752370,CALM,ok,200,1908.1800881000236,,175.0,172.0,0.632768361581921,0.56,177
50-node ER4,50,4.0,1000,1,735752370,GOLEM-NV-l1,ok,200,25.618464400060475,,241.0,238.0,0.39166666666666666,0.235,120
50-node ER4,50,4.0,1000,1,735752370,NOTEARS,ok,200,312.048674199963,,113.0,110.0,0.6807692307692308,0.885,260
50-node ER4,50,4.0,1000,1,735752370,PC,ok,200,0.6442120999563485,,203.0,,0.625,0.15,66
50-node ER4,50,4.0,1000,1,735752370,FGES,ok,200,14.602255400037393,,440.0,,0.33093525179856115,0.92,557
50-node ER4,50,4.0,1000,1,735752370,cd_A,ok,200,560.2614690999035,,451.0,449.0,0.25210084033613445,0.6,476
50-node ER4,50,4.0,1000,1,735752370,cd_A_weakfaith,ok,200,416.76347180013545,,220.0,219.0,0.4918032786885246,0.6,244
50-node ER4,50,4.0,1000,2,761139701,CALM,ok,200,1797.8468157998286,,159.0,157.0,0.6214953271028038,0.665,214
50-node ER4,50,4.0,1000,2,761139701,GOLEM-NV-l1,ok,200,37.543519699946046,,273.0,271.0,0.3037974683544304,0.24,158
50-node ER4,50,4.0,1000,2,761139701,NOTEARS,ok,200,450.4866896001622,,119.0,119.0,0.6763485477178424,0.815,241
50-node ER4,50,4.0,1000,2,761139701,PC,ok,200,1.1673226000275463,,191.0,,0.7333333333333333,0.22,71
50-node ER4,50,4.0,1000,2,761139701,FGES,ok,200,20.175495699979365,,534.0,,0.2769485903814262,0.835,604
50-node ER4,50,4.0,1000,2,761139701,cd_A,ok,200,563.9943518999498,,463.0,463.0,0.22975929978118162,0.525,457
50-node ER4,50,4.0,1000,2,761139701,cd_A_weakfaith,ok,200,423.5998959999997,,222.0,221.0,0.4778761061946903,0.54,226
50-node ER4,50,4.0,1000,3,717477276,CALM,ok,200,1499.5090542000253,,214.0,214.0,0.5402298850574713,0.47,174
50-node ER4,50,4.0,1000,3,717477276,GOLEM-NV-l1,ok,200,29.462779900059104,,271.0,269.0,0.3160919540229885,0.275,174
50-node ER4,50,4.0,1000,3,717477276,NOTEARS,ok,200,395.53397140000015,,110.0,111.0,0.6926229508196722,0.845,244
50-node ER4,50,4.0,1000,3,717477276,PC,ok,200,0.5931553000118583,,190.0,,0.7380952380952381,0.155,61
50-node ER4,50,4.0,1000,3,717477276,FGES,ok,200,22.29313539993018,,512.0,,0.28620689655172415,0.83,581
50-node ER4,50,4.0,1000,3,717477276,cd_A,ok,200,588.5459422999993,,522.0,522.0,0.21973929236499068,0.59,537
50-node ER4,50,4.0,1000,3,717477276,cd_A_weakfaith,ok,200,454.4248807998374,,234.0,233.0,0.47101449275362317,0.65,276
50-node ER4,50,4.0,1000,4,786064305,CALM,ok,200,1787.002304499969,,107.0,103.0,0.7318181818181818,0.805,220
50-node ER4,50,4.0,1000,4,786064305,GOLEM-NV-l1,ok,200,28.136609700042754,,265.0,264.0,0.2608695652173913,0.15,115
50-node ER4,50,4.0,1000,4,786064305,NOTEARS,ok,200,524.031494700117,,102.0,101.0,0.703125,0.9,256
50-node ER4,50,4.0,1000,4,786064305,PC,ok,200,0.6726945000700653,,184.0,,0.7213114754098361,0.22,66
50-node ER4,50,4.0,1000,4,786064305,FGES,ok,200,19.585604300023988,,479.0,,0.3119584055459272,0.9,577
50-node ER4,50,4.0,1000,4,786064305,cd_A,ok,200,568.625247299904,,381.0,380.0,0.3054892601431981,0.64,419
50-node ER4,50,4.0,1000,4,786064305,cd_A_weakfaith,ok,200,417.65837890002877,,164.0,161.0,0.6082949308755761,0.66,217
50-node ER4,50,4.0,1000,5,513226573,CALM,ok,200,856.8304488998838,,130.0,132.0,0.6694915254237288,0.79,236
50-node ER4,50,4.0,1000,5,513226573,GOLEM-NV-l1,ok,200,23.1805546998512,,255.0,254.0,0.25806451612903225,0.12,93
50-node ER4,50,4.0,1000,5,513226573,NOTEARS,ok,200,317.4629180999473,,128.0,129.0,0.6509803921568628,0.83,255
50-node ER4,50,4.0,1000,5,513226573,PC,ok,200,0.5989758998621255,,196.0,,0.78,0.195,66
50-node ER4,50,4.0,1000,5,513226573,FGES,ok,200,11.65062199998647,,434.0,,0.3220338983050847,0.855,534
50-node ER4,50,4.0,1000,5,513226573,cd_A,ok,200,482.6738376999274,,340.0,338.0,0.3227665706051873,0.56,347
50-node ER4,50,4.0,1000,5,513226573,cd_A_weakfaith,ok,200,375.878082399955,,143.0,142.0,0.6910112359550562,0.615,178
