mec_match,exact_match,cpdag_shd,n_edges_true,n_edges_est,trial,seed,algorithm,objective,runtime_sec,epochs_used
0,0,3.0,4,3,14,786064305,golem_nv,,21.72241089999443,
0,0,3.0,4,3,14,786064305,sp,,0.027509800012921914,
0,0,0.0,4,8,14,786064305,ges,,0.11984480000683106,
1,1,0.0,1,1,15,513226573,cd_A_l0_0.0,8.473871943889668,1.7923447000212036,149.0
1,1,0.0,1,1,15,513226573,cd_B_l0_0.0,3.4738719438924868,1.3222817999776453,149.0
1,1,0.0,1,1,15,513226573,cd_BOmega_l0_0.0,4.236935971944831,1.4439600000041537,149.0
1,1,0.0,1,1,15,513226573,cd_A_l0_0.1,8.47487464629559,1.7546595000021625,149.0
1,1,0.0,1,1,15,513226573,cd_B_l0_0.1,3.47487464629841,1.3603238000068814,149.0
1,1,0.0,1,1,15,513226573,cd_BOmega_l0_0.1,4.237437323147795,1.2786766000208445,149.0
1,1,0.0,1,1,15,513226573,cd_A_l0_0.2,8.47487464629559,1.7130443999776617,149.0
1,1,0.0,1,1,15,513226573,cd_B_l0_0.2,3.47487464629841,1.585965500009479,149.0
1,1,0.0,1,1,15,513226573,cd_BOmega_l0_0.2,4.237437323147795,1.4873603000014555,149.0
1,1,0.0,1,1,15,513226573,golem_ev,,23.554633899999317,
1,0,0.0,1,1,15,513226573,golem_nv,,22.274388699996052,
1,0,0.0,1,1,15,513226573,sp,,0.03331519998027943,
1,0,0.0,1,2,15,513226573,ges,,0.04807639998034574,
0,0,4.0,3,5,16,128113632,cd_A_l0_0.0,8.454212546235098,2.2558024000027217,241.0
0,0,5.0,3,6,16,128113632,cd_B_l0_0.0,3.4309510676169834,1.0914824999927077,149.0
0,0,5.0,3,6,16,128113632,cd_BOmega_l0_0.0,4.215475533764728,1.2599781999888364,149.0
0,0,4.0,3,5,16,128113632,cd_A_l0_0.1,8.454671492647734,2.7050768000190146,241.0
0,0,4.0,3,5,16,128113632,cd_B_l0_0.1,3.4314200414119904,1.30247630001395,149.0
0,0,4.0,3,5,16,128113632,cd_BOmega_l0_0.1,4.215710020662268,1.471972300001653,149.0
0,0,4.0,3,5,16,128113632,cd_A_l0_0.2,8.454671492647734,2.602941999997711,241.0
0,0,4.0,3,5,16,128113632,cd_B_l0_0.2,3.4314200414119904,1.2561889000062365,149.0
0,0,4.0,3,5,16,128113632,cd_BOmega_l0_0.2,4.215685200471734,1.4303574999794364,149.0
0,0,1.0,3,4,16,128113632,golem_ev,,26.855530400003772,
0,0,5.0,3,6,16,128113632,golem_nv,,21.5598997999914,
1,1,0.0,3,3,16,128113632,sp,,0.023898699990240857,
1,0,0.0,3,4,16,128113632,ges,,0.08814249999704771,
1,1,0.0,2,2,17,839748229,cd_A_l0_0.0,9.324625572083661,1.4690405000001192,149.0
1,1,0.0,2,2,17,839748229,cd_B_l0_0.0,4.3246255720859,1.0968979999888688,149.0
1,1,0.0,2,2,17,839748229,cd_BOmega_l0_0.0,4.6623127860418325,1.2908167999994475,149.0
1,1,0.0,2,2,17,839748229,cd_A_l0_0.1,9.32548357268522,1.6250728000013623,149.0
